FR,English,Popularity
darrin,darrin,6948
media,media,6949
maigre,skinny,6950
chandler,chandler,6951
sourit,smiles,6952
éveillé,awake,6953
lola,Lola,6954
langues,languages,6955
balcon,balcony,6956
cathy,Cathy,6957
expédition,shipment,6958
freddie,frediness,6959
artie,artie,6960
trophée,trophy,6961
évaluation,Evaluation,6962
chimique,chemical,6963
détenu,detained,6964
donnerait,would give,6965
pince,pliers,6966
primaire,primary,6967
regrets,regrets,6968
nations,nations,6969
kathy,kathy,6970
christina,christina,6971
plaisantais,joking,6972
psychiatrique,psychiatric,6973
appareils,appliances,6974
traîné,dragged,6975
enfuit,fizzle,6976
capital,capital,6977
baie,bay,6978
sandra,Sandra,6979
invention,invention,6980
gilet,vest,6981
croisés,crusader,6982
mexicain,Mexican,6983
vera,vera,6984
compliquée,complicated,6985
paiement,payment,6986
tueuse,killer,6987
fédérale,federal,6988
joyeuse,joyful,6989
deb,deck,6990
omar,Omar,6991
rappel,reminder,6992
réservoir,tank,6993
brick,brig,6994
office,office,6995
coopération,cooperation,6996
trajectoire,path,6997
propriétaires,proprietary,6998
mi,mid,6999
hayes,hayes,7000
paiera,paid,7001
bruno,bruno,7002
mental,mental,7003
messager,messenger,7004
frangin,Bro,7005
combattu,fought,7006
souhait,wish,7007
anton,anton,7008
carson,carson,7009
kid,kid,7010
dépenses,expenditure,7011
passerait,pass,7012
crochet,hook,7013
naître,bounce,7014
age,age,7015
exceptionnel,exceptional,7016
rude,taper,7017
développé,developed,7018
dee,dee,7019
fonctionné,worked,7020
bones,bones,7021
traquer,hunt down,7022
samuel,samuel,7023
teresa,teresa,7024
mêlé,mingle,7025
mettez-le,Put it,7026
chimiques,chemicals,7027
addition,addition,7028
transférer,to transfer,7029
exacte,exact,7030
gratitude,gratitude,7031
baby-sitter,baby sitter,7032
insupportable,insupportable,7033
cargaison,cargo,7034
incroyables,incredible,7035
laissait,gave,7036
planètes,planets,7037
préparation,preperation,7038
prépare-toi,get ready,7039
waouh,wow,7040
passager,passenger,7041
venez-vous,Come on,7042
camille,camille,7043
désolés,desolate,7044
authentique,authentic,7045
jumelles,binoculars,7046
burt,Burt,7047
prudents,prudent,7048
guerres,wars,7049
branché,plugged,7050
hudson,Hudson,7051
intéressent,interesting,7052
couteaux,knife,7053
jessie,jessie,7054
5e,5th,7055
communications,communications,7056
matins,morning,7057
ncis,nc,7058
raide,steep,7059
via,via,7060
spock,spock,7061
overdose,overdose,7062
schmidt,schmidt,7063
arizona,Arizona,7064
craché,spit,7065
privilège,privilege,7066
professionnels,professional,7067
navy,navy,7068
fauché,moppy,7069
destiné,destined,7070
sévère,strict,7071
investir,invest,7072
creuse,dig,7073
joel,Joel,7074
grec,Greek,7075
nues,naked,7076
publier,publish,7077
murray,murray,7078
foster,foster,7079
viendras,viendras,7080
philosophie,philosophy,7081
er,es,7082
intelligents,intelligent,7083
commençais,started,7084
boucliers,shields,7085
suspendu,suspended,7086
obstacle,obstacle,7087
générateur,generator,7088
peintre,painter,7089
pourboire,tip,7090
échangé,exchange,7091
comptoir,counter,7092
raclée,scrubber,7093
altitude,altitude,7094
pelle,shovel,7095
rebelle,rebel,7096
morphine,morphine,7097
grenouille,frog,7098
violon,violin,7099
sacrifices,sacrifices,7100
laisse-nous,let us leave,7101
montage,Assembly,7102
andrea,Andrea,7103
offenser,to offend,7104
disputés,disputed,7105
gabrielle,gabrielle,7106
rhume,common cold,7107
doit-on,MUST ON,7108
shakespeare,shakespeare,7109
pablo,pablo,7110
arrive-t-il,he arrives,7111
sociétés,corporations,7112
particulière,particular,7113
embrasse-moi,kiss Me,7114
tâches,tasks,7115
claude,claude,7116
attaqués,attacked,7117
gâchis,mess,7118
charbon,coal,7119
établissement,establishment,7120
psychologique,psychological,7121
regarde-le,look at him,7122
surprend,surprise,7123
night,niger,7124
devront,will have to,7125
queen,queen,7126
armure,armor,7127
déménage,relocation,7128
gwen,gwen,7129
mat,mast,7130
pourrie,rotten,7131
divin,divine,7132
g.,g.,7133
ver,worm,7134
poupées,dolls,7135
raccompagne,connection,7136
graines,seeds,7137
excusez-nous,Excuse us,7138
puzzle,puzzle,7139
travailleurs,workers,7140
roberts,roberts,7141
berger,shepherd,7142
alexander,alexander,7143
supplémentaires,extra,7144
montrerai,show,7145
donovan,donovan,7146
assumer,to assume,7147
beau-frère,brother-in-law,7148
ohio,Ohio,7149
perdent,lose,7150
neuve,new,7151
amants,lover,7152
karma,karma,7153
stevens,Stevens,7154
jeanne,jeanne,7155
meuf,dummy,7156
ego,ego,7157
abus,abuse,7158
agresseur,aggressor,7159
donneur,giver,7160
épreuves,trials,7161
cousins,cousins,7162
grandit,grow,7163
hills,Hills,7164
dirigé,directed,7165
signaux,signals,7166
clefs,clergy,7167
wes,WES,7168
oz,oz,7169
croisière,cruise,7170
humide,humid,7171
rio,rio,7172
régulièrement,regularly,7173
square,square,7174
alentours,surrounding,7175
vaste,vast,7176
voisinage,neighborhood,7177
tiendrai,hold,7178
delta,delta,7179
dawn,dawn,7180
guérison,healing,7181
écrivez,write,7182
paille,Straw,7183
célébrité,celebrity,7184
indiquent,indicate,7185
gêné,uncomfortable,7186
calculs,calculations,7187
humble,humble,7188
cachets,stackers,7189
distorsion,distortion,7190
accordé,allowed,7191
réclame,clarifying,7192
radiations,radiation,7193
canne,cane,7194
costaud,strong,7195
ring,ring,7196
mourrai,mounger,7197
proximité,proximity,7198
scan,scan,7199
exposer,expose,7200
actuel,current,7201
foirer,do,7202
moine,monk,7203
utiles,useful,7204
détenus,detainees,7205
familial,family,7206
tirent,derive,7207
assisté,assisted,7208
peyton,peyton,7209
calendrier,calendar,7210
publiques,public,7211
litres,liters,7212
garer,park,7213
maux,evil,7214
traduit,translated,7215
damien,Damien,7216
marilyn,marilyn,7217
dis-nous,tell us,7218
chimie,chemistry,7219
fourni,supplied,7220
sons,sounds,7221
osez-vous,Dare you,7222
redevenir,retain,7223
détente,relaxation,7224
sites,Site (s,7225
phénomène,phenomenon,7226
pneu,tire,7227
limousine,limousine,7228
méritez,deserve,7229
serait-il,Would it be,7230
duel,duel,7231
nolan,Nolan,7232
at,at,7233
appartiennent,belong,7234
braves,brave,7235
lake,lake,7236
intégrer,to integrate,7237
fermier,farmer,7238
tronche,face,7239
réaliste,realistic,7240
dorment,sleep,7241
vapeur,steam,7242
dormait,slept,7243
fichue,dirty,7244
lions,lions,7245
missions,mission,7246
persuadé,persuaded,7247
néanmoins,However,7248
sixième,sixth,7249
viens-tu,are you coming,7250
carré,square,7251
iris,iris,7252
alec,alec,7253
roméo,romeo,7254
pigeon,pigeon,7255
planning,planning,7256
round,round,7257
agenda,agenda,7258
communiste,Communist,7259
recours,appeal,7260
renseigner,to inform,7261
hamilton,Hamilton,7262
mouches,flies,7263
oses,dares,7264
culot,pellet,7265
cycle,cycle,7266
situations,situations,7267
mit,mit,7268
ressortir,come out,7269
trains,trains,7270
ex-mari,ex-husband,7271
temps-ci,weather,7272
cachez,hide,7273
champignons,mushrooms,7274
amusé,amused,7275
renoncé,renounced,7276
calvin,Calvin,7277
marins,sailors,7278
enregistrements,recordings,7279
habituel,usual,7280
musicale,musical,7281
claires,clear,7282
ohh,ohh,7283
finissons-en,finish,7284
retrouvés,found,7285
épouses,wives,7286
collecte,collection,7287
inspection,inspection,7288
devions,devions,7289
jonas,jonas,7290
taches,tasks,7291
laurie,laurie,7292
envisager,to consider,7293
affamé,hungry,7294
vendue,sold,7295
pointé,point,7296
ouvertes,open,7297
rejetée,rejected,7298
arriveras,arrive,7299
perruque,wig,7300
pompier,firefighter,7301
bonus,bonus,7302
directe,direct,7303
flingues,fling,7304
obtiens,get,7305
gray,gray,7306
accrochez-vous,Hang on,7307
bloque,blocked,7308
ete,summer,7309
débarquer,land,7310
prochains,upcoming,7311
parts,units,7312
modèles,models,7313
calcul,calculation,7314
achat,purchase,7315
sombres,dark,7316
refusez,refuse,7317
volontaires,volunteer,7318
débarrasse,ridge,7319
gardent,keep,7320
life,LIFE,7321
gil,gil,7322
manifestement,obviously,7323
démission,resignation,7324
refus,refusal,7325
entrent,come,7326
rodney,rodney,7327
caisses,crates,7328
mousse,mousse,7329
supprimer,remove,7330
chauffer,heat,7331
requins,sharks,7332
stage,traineeship,7333
photographie,photography,7334
remords,remorse,7335
adopté,adopted,7336
suggestion,suggestion,7337
atroce,atrocious,7338
maris,marry,7339
revivre,relive,7340
interroge,interrogates,7341
foutaises,fucked,7342
exécuté,executed,7343
hart,hart,7344
girls,girls,7345
étouffer,to choke,7346
chaises,chairs,7347
comporter,include,7348
break,break,7349
réveillez-vous,wake up,7350
colocataire,roommate,7351
pénétrer,enter,7352
petit-ami,boyfriend,7353
pige,pigeon,7354
trauma,trauma,7355
va-t-en,go away,7356
tonton,uncle,7357
cherchant,seeking,7358
trouvées,found,7359
gelée,jelly,7360
ironie,irony,7361
sanguin,blood,7362
way,way,7363
grimpe,climb,7364
plume,feather,7365
perdons,lose,7366
rogers,rogers,7367
atout,asset,7368
féliciter,congratulate,7369
chad,chad,7370
ramenez,bring back,7371
entende,heard,7372
erin,erin,7373
ella,ella,7374
k,k,7375
ouvres,opener,7376
habituellement,habitually,7377
permanence,permanence,7378
starfleet,starfleet,7379
coulé,poured,7380
comique,comical,7381
procéder,proceed,7382
edgar,edgar,7383
dorothy,dorothy,7384
décrocher,to take down,7385
répare,repair,7386
ecoutes,listening,7387
protégée,protected,7388
réflexion,reflection,7389
parié,pariate,7390
chili,Chile,7391
imposer,impose,7392
logiciel,software,7393
adoption,adoption,7394
lavé,wash,7395
pressée,hurry,7396
formé,form,7397
mèche,wick,7398
mile,mile,7399
peut-elle,Can she,7400
veut-il,he wants,7401
relâcher,to release,7402
guise,liable,7403
convaincue,convinced,7404
déterminé,determined,7405
musicien,musician,7406
del,of the,7407
confort,comfort,7408
adapter,adapt,7409
refuses,refuse,7410
saucisse,sausage,7411
bouquin,book,7412
attachée,attached,7413
souriez,smolder,7414
etais,was,7415
tristes,sad,7416
portables,portable,7417
échouer,fail,7418
evans,Evans,7419
finances,finance,7420
substance,substance,7421
maîtriser,to master,7422
voudrais-tu,would you like,7423
phoenix,phoenix,7424
actif,active,7425
féminin,feminine,7426
préférés,preferred,7427
créateur,Creator,7428
am,am,7429
want,wan,7430
ivrogne,drunkard,7431
there,THERE,7432
lapins,rabbits,7433
désespérée,desperate,7434
sièges,seats,7435
gagnez,win,7436
prononcer,pronounce,7437
nés,born,7438
insulter,insult,7439
est-on,are we,7440
plaint,complaint,7441
blâme,blame,7442
chevaliers,knights,7443
ponts,bridges,7444
chewing-gum,chewing gum,7445
lenny,Lenny,7446
boris,boris,7447
river,river,7448
frontières,boundaries,7449
céder,to sell,7450
rigoler,to laugh,7451
chiottes,puppy,7452
interdis,proper,7453
minuscule,tiny,7454
extraterrestres,extraterrestrial,7455
stewart,stewart,7456
em,em,7457
diversion,diversion,7458
mentent,lie,7459
volent,fly,7460
trouverais,found,7461
tourne-toi,turned,7462
tuant,killing,7463
ignores,ignore,7464
affecte,affected,7465
béni,blessed,7466
pique-nique,picnic,7467
concentre,concentrated,7468
mentionner,mention,7469
entendent,hear,7470
appartiens,belt,7471
ravis,delighted,7472
gars-là,guys,7473
injection,injection,7474
otto,Otto,7475
hugo,hugo,7476
whoo,whoo,7477
détecteurs,detector,7478
enregistre,checked in,7479
collines,Hills,7480
soigné,cared for,7481
internationale,international,7482
romains,Romans,7483
compliments,compliments,7484
causes,cause,7485
décides,decide,7486
réserves,reserves,7487
permettra,will allow,7488
souffrances,suffering,7489
fantasme,fantasy,7490
baleine,whale,7491
soutient,argue,7492
kidnapping,kidnapping,7493
juridique,legal,7494
tue-le,kill him,7495
cogné,banged,7496
gérant,manager,7497
ressentez,feel,7498
fraternité,fraternity,7499
spatial,spatial,7500
etc.,etc.,7501
positive,positive,7502
conséquence,result,7503
suspecte,suspect,7504
let,let,7505
ruse,cunning,7506
embarquer,embed,7507
imaginaire,imaginary,7508
instruments,instruments,7509
torse,torso,7510
puissions,power,7511
rendez-moi,appointment,7512
rusty,rusty,7513
cartel,cartel,7514
bouges,bulges,7515
âgée,elderly,7516
risquez,risk,7517
voyagé,travel,7518
baltimore,Baltimore,7519
cody,cody,7520
hans,han,7521
autel,altar,7522
bénéfices,benefits,7523
chanteuse,a singer,7524
paient,pitch,7525
extraterrestre,extraterrestrial,7526
engagée,committed,7527
indépendance,independence,7528
eglise,church,7529
cloches,bells,7530
instants,moments,7531
ow,OW,7532
alias,a.k.a,7533
jurés,jurors,7534
vivra,vivra,7535
lena,lena,7536
apprenne,learn,7537
cinglée,cracked,7538
véhicules,vehicle,7539
féminine,feminine,7540
salles,rooms,7541
cyrus,Cyrus,7542
parfaits,perfect,7543
profitez,take advantage of,7544
jared,jared,7545
sync,sync,7546
perles,pearls,7547
profité,profit,7548
rime,rhyme,7549
soûl,drunk,7550
sida,AIDS,7551
raconte-moi,tell me,7552
futé,smart,7553
littérature,literature,7554
sasha,sasha,7555
crises,seizures,7556
positions,positions,7557
ski,ski,7558
ellis,ellis,7559
piqûre,sting,7560
baissé,decrease,7561
ex.,ex.,7562
attaquée,attacked,7563
reconnaît,recognize,7564
acheteur,Buyer,7565
apparaître,appear,7566
express,express,7567
prennes,take,7568
élégant,elegant,7569
seau,bucket,7570
volume,volume,7571
ajouté,addicted,7572
pète,fart,7573
enthousiasme,enthusiasm,7574
rendrai,yield,7575
écho,echo,7576
bouleversé,upset,7577
orteils,toes,7578
tournent,turn,7579
robbie,robbie,7580
light,light,7581
devrons,will have to,7582
fidèles,faithful,7583
attaquent,attack,7584
immigration,immigration,7585
they,they,7586
tanner,tan,7587
accusée,accused,7588
souhaité,wish,7589
saigner,bleed,7590
gagnent,win,7591
fixé,fixed,7592
obliger,to obligate,7593
aérienne,Aerial,7594
étiquette,label,7595
coton,cotton,7596
navires,ships,7597
alternative,alternative,7598
embrassée,kissed,7599
révèle,reveal,7600
mandy,mandy,7601
fletcher,Fletcher,7602
virginia,virginia,7603
angelo,angelo,7604
perfection,perfection,7605
bandits,bandits,7606
crayon,pencil,7607
écrase,crushed,7608
yes,yES,7609
bonbon,candy,7610
bac,tray,7611
regina,regina,7612
paysans,peasant,7613
abraham,abraham,7614
cookie,cookie,7615
mettant,putting,7616
réchauffer,warm up,7617
briques,bricks,7618
dîne,dine,7619
rentrerai,come back,7620
soi-même,yourself,7621
battait,beat,7622
venues,come,7623
nuire,nurse,7624
raj,raj,7625
adresses,addresses,7626
conclusions,conclusions,7627
comporte,comprises,7628
hélène,Hélène,7629
beckett,Beckett,7630
clôture,fencing,7631
mystérieuse,mysterious,7632
enfuis,fondle,7633
ari,ari,7634
intégrité,integrity,7635
parages,range,7636
maddie,Maddie,7637
cliff,cliff,7638
due,due,7639
tonne,tonne,7640
attendez-vous,wait,7641
marvin,marvin,7642
shelby,Shelby,7643
reparlera,reappear,7644
penses-y,THINKS,7645
loser,loser,7646
vendent,sell,7647
investi,invested,7648
danses,dances,7649
chrétien,Christian,7650
plumes,feather,7651
évité,avoid,7652
soulever,raise,7653
macgyver,macgyver,7654
reverrai,reverrai,7655
sapin,fir,7656
enquêtes,surveys,7657
chanceuse,lucky,7658
terrifiant,creepy,7659
épidémie,epidemic,7660
encourager,to encourage,7661
ch00ffff,ch00fffff,7662
comprenne,comprehensive,7663
cachent,hide,7664
augmenté,increase,7665
défoncer,fuck,7666
grenade,grenade,7667
wally,Wally,7668
mignons,cute,7669
fourgon,van,7670
enseigné,teaches,7671
cardinal,cardinal,7672
gestion,management,7673
oubliée,forgotten,7674
entretenir,maintain,7675
keller,keller,7676
arrêtez-le,Stop it,7677
raccroché,hung up,7678
ballet,ballet,7679
défends,defend,7680
utilisation,use,7681
menton,chin,7682
glacé,ice cream,7683
prudence,caution,7684
hôtels,hotels,7685
éditeur,editor,7686
voeu,wish,7687
prévenue,defendant,7688
pleines,full,7689
bla,blatle,7690
profs,teachers,7691
sacrifié,sacrificed,7692
noyé,drowned,7693
dessiné,designed,7694
réacteur,reactor,7695
apparition,appearance,7696
devenait,became,7697
mére,mother,7698
assemblée,Assembly,7699
rangs,ranks,7700
luis,liquors,7701
connecté,connected,7702
pedro,pedro,7703
débris,debris,7704
chang,chang,7705
summer,summer,7706
hyper,horny,7707
gratuite,free,7708
kane,Kane,7709
hangar,hangar,7710
rendrait,make,7711
régiment,regiment,7712
buzz,buzz,7713
entrainement,coaching,7714
flux,flux,7715
noces,wedding,7716
bloquer,to block,7717
je-je,I am I,7718
arrogant,arrogant,7719
brûlée,burnt,7720
mériter,merit,7721
repasser,iron,7722
racines,roots,7723
sûreté,safety,7724
averti,warned,7725
naze,naze,7726
june,june,7727
bœuf,beef,7728
plaise,blame,7729
composé,compound,7730
font-ils,they do,7731
nadia,nadia,7732
stevie,Stevie,7733
kara,kara,7734
appartements,apartments,7735
sonde,probe,7736
noel,Christmas,7737
mimi,mimi,7738
pdg,CEO,7739
burns,burns,7740
bouts,tips,7741
plombs,plum,7742
défauts,defaults,7743
saucisses,sausages,7744
interdite,prohibited,7745
convention,convention,7746
condamnation,conviction,7747
couvertures,blankets,7748
célèbres,famous,7749
saints,saints,7750
testé,tested,7751
soulager,to relieve,7752
hétéro,hetero,7753
impatiente,impatient,7754
célibataires,singles,7755
embauché,hiring,7756
regardez-vous,look at you,7757
mere,mother,7758
distrait,distracted,7759
refais,redone,7760
déconnes,rounds,7761
déchirer,to tear,7762
bush,bush,7763
vase,vase,7764
torche,torch,7765
appelez-vous,Call yourself,7766
fuit,fuzzy,7767
mouillée,wet,7768
largué,dropped,7769
supplémentaire,additional,7770
conduisait,drove,7771
poules,hen,7772
coins,corners,7773
superbes,superb,7774
roulant,rolling,7775
qualifié,qualified,7776
mécanique,mechanical,7777
outil,tool,7778
accompagné,accompanied,7779
reins,kidneys,7780
pantalons,trousers,7781
bouleversée,upset,7782
tuerais,kill,7783
vivian,vivian,7784
théories,theories,7785
lemon,lemon,7786
semblé,seems,7787
donnés,given,7788
coupure,cut,7789
dog,dog,7790
goûts,tastes,7791
craqué,cracked,7792
accouchement,childbirth,7793
contenir,contain,7794
trip,trip,7795
hourra,hoolish,7796
ouragan,hurricane,7797
liée,linked,7798
spike,spike,7799
mou,soft,7800
pic,peak,7801
haleine,breath,7802
allongé,elongate,7803
matchs,matches,7804
espionner,to spy,7805
catégorie,category,7806
abigail,abandon,7807
arrivées,arrivals,7808
dodo,dodo,7809
kay,kay,7810
barreaux,bars,7811
poses,posses,7812
ruban,ribbon,7813
bâtiments,buildings,7814
buffet,buffet,7815
gavin,gavin,7816
romain,Roman,7817
embuscade,ambush,7818
mo,mo,7819
musiciens,musicians,7820
garantir,to guarantee,7821
três,very,7822
dégagé,clear,7823
kang,kang,7824
rudy,rudy,7825
bougie,candle,7826
valentin,valentine's day,7827
soutiens,sustain,7828
débarrassé,off,7829
magiques,magic,7830
grise,grey,7831
felix,felix,7832
entendus,heard,7833
déprimé,depressed,7834
masques,masks,7835
vaccin,vaccine,7836
drôlement,funny,7837
terrorisme,terrorism,7838
particules,particle,7839
migraine,migraine,7840
ressemblez,look like,7841
val,valley,7842
coude,elbow,7843
siens,his,7844
impliqués,involved,7845
sauvez,save,7846
sur-le-champ,right away,7847
faisons-le,do it,7848
vilaine,ugly,7849
abandonnez,abandon,7850
franck,frank,7851
artifice,artifice,7852
définition,definition,7853
rico,rico,7854
domestiques,domestic,7855
sherlock,sherlock,7856
isolement,isolation,7857
espionne,spy,7858
liv,liv,7859
dynamite,dynamite,7860
dj,dj,7861
reprises,reversal,7862
étouffe,muffled,7863
allemande,German,7864
reprocher,to reproach,7865
boeuf,beef,7866
country,country,7867
pizzas,pizza,7868
idéale,ideal,7869
pardonnez,forgive,7870
durera,dreary,7871
sylvia,sylvia,7872
pâtes,pasta,7873
aspirine,aspirin,7874
accidentellement,accidentally,7875
recommande,recommended,7876
soigne,cared for,7877
nourrit,nourish,7878
chargement,loading,7879
emballe,packed up,7880
était-elle,was she,7881
sanctuaire,sanctuary,7882
revenait,returned,7883
merveilles,wonders,7884
conspiration,conspiracy,7885
économiser,save,7886
raccompagner,reckon,7887
convenu,agreed,7888
richesse,richness,7889
égard,respect,7890
chassé,hunt,7891
aident,help,7892
bilan,balance sheet,7893
adieux,farewell,7894
sortiras,go out,7895
architecte,architect,7896
regardez-le,look at the,7897
trahis,betrayal,7898
honteux,shameful,7899
mater,mate,7900
price,price,7901
patrons,patterns,7902
femelle,female,7903
dante,dante,7904
mini,mini,7905
démolir,demolish,7906
sportif,athletic,7907
dizaines,tens,7908
sexuellement,sexually,7909
suivait,followed,7910
pope,poke,7911
fouet,whip,7912
introduit,introduced,7913
artère,artery,7914
constitution,constitution,7915
gold,gold,7916
accélère,accelerated,7917
réglo,roller,7918
apocalypse,apocalypse,7919
juive,Jewish,7920
mercedes,MERCEDES,7921
chapelle,Chapel,7922
jan,Jan,7923
versé,paid,7924
provient,comes from,7925
arrêtons,stop,7926
merlin,merlin,7927
obtenez,get,7928
boulots,jobs,7929
arbitre,arbitrator,7930
lécher,lick,7931
séparé,separate,7932
ciné,cinema,7933
affecté,affected,7934
cacahuètes,peanut,7935
hésitez,hesitate,7936
exemplaire,copy,7937
relâche,released,7938
programmes,programs,7939
certitude,certainty,7940
bec,beak,7941
crevettes,shrimp,7942
jin,jin,7943
perdues,lost,7944
poursuites,prosecution,7945
hamburger,hamburger,7946
herbes,herbs,7947
transmis,transmitted,7948
apprennent,learn,7949
décor,decor,7950
parano,paranoid,7951
maternelle,kindergarten,7952
gai,cheerful,7953
négociations,negotiations,7954
antidote,antidote,7955
cachait,cachait,7956
revoit,see,7957
clarke,clarke,7958
noter,to note,7959
cracher,to spit,7960
horizon,horizon,7961
emplois,jobs,7962
mouchoir,handkerchief,7963
bernie,Bernie,7964
agressif,aggressive,7965
modifier,to modify,7966
denver,denser,7967
prenez-le,take it,7968
stacy,stacy,7969
grandeur,grandeur,7970
judith,judith,7971
détestait,hate,7972
parvenir,reach,7973
leon,leon,7974
nerf,nerve,7975
q,q,7976
accoucher,give birth,7977
data,data,7978
mètre,metre,7979
éclat,shine,7980
hugh,hugh,7981
falaise,Cliff,7982
affreuse,frightful,7983
logement,lodging,7984
adresser,address,7985
croiser,cross,7986
entrées,entrances,7987
laurel,laurel,7988
explications,explanation,7989
comprendrais,understand,7990
ivy,ivy,7991
cerveaux,brains,7992
torturé,tortured,7993
doris,doris,7994
bridget,bridget,7995
nicholas,Nicholas,7996
retrait,withdrawal,7997
back,back,7998
cassettes,cassettes,7999
épuisée,exhausted,8000
