ES,English,Popularity
declarar,to declare,6670
canalla,scoundrel,6671
oyeron,Oyeron.,6672
douglas,Douglas.,6673
ordeno,order,6674
jovencito,youngster,6675
hospitales,Hospitals,6676
engañó,cheated,6677
esperes,Speakers,6678
respetar,respect,6679
filmar,to film,6680
rana,frog,6681
mosca,fly,6682
vecina,neighbor,6683
ansiedad,anxiety,6684
puño,fist,6685
veis,Veis.,6686
premios,awards,6687
leerlo,reading it,6688
rama,branch,6689
perderte,lose,6690
envíe,SEND.,6691
retirada,withdrawal,6692
averigua,Find out,6693
curva,curve,6694
brilla,shine,6695
debas,Should,6696
aventuras,adventure,6697
ofrecido,offered.,6698
considero,I consider,6699
romano,Roman,6700
portero,goalkeeper,6701
sospechas,suspicion,6702
elaine,Elaine.,6703
sepamos,Let's know,6704
bobo,fool,6705
algodón,cotton,6706
sexto,sixth,6707
bajó,under,6708
crítico,critical,6709
soñé,dreamer,6710
eterno,eternal,6711
entusiasmo,enthusiasm,6712
instalaciones,installations,6713
manejo,driving,6714
saludo,greeting,6715
compramos,we bought,6716
ultimo,latest,6717
posee,has,6718
castigado,punished,6719
cohete,rocket,6720
gps,GPS.,6721
disculpo,apology,6722
extrañar,miss,6723
salvarme,save me.,6724
nazi,Nazi,6725
sostén,support,6726
fórmula,formula,6727
limón,lemon,6728
erica,Erica.,6729
jamón,Ham,6730
boom,Boom,6731
sensores,sensors,6732
esencia,essence,6733
instrumento,instrument,6734
renuncia,resignation,6735
elegí,I chose,6736
fusión,fusion,6737
atrevas,Darey.,6738
intentaste,you tried,6739
suicida,suicide,6740
rebelde,rebel,6741
vago,lazy,6742
vías,Roads,6743
samuel,Samuel.,6744
camaradas,comrades,6745
winston,Winston.,6746
asustó,Asset,6747
revelar,to reveal,6748
sugerencia,suggestion,6749
srta,Ms,6750
echas,Echas.,6751
caca,caca,6752
shirley,Shirley,6753
legales,Legal,6754
legalmente,legally,6755
clyde,Clyde.,6756
won,won,6757
prostitutas,prostitutes.,6758
promedio,average,6759
tela,cloth,6760
kathy,Kathy.,6761
superado,overcome,6762
aires,Aires.,6763
ardiendo,ablaze,6764
alturas,heights,6765
preferido,favorite,6766
arrestar,arrest,6767
respirando,breathing.,6768
sonaba,It sounded,6769
especialidad,specialty,6770
rocky,Rocky,6771
griego,Greek,6772
conservar,keep,6773
huelo,smear,6774
crucero,cruise,6775
esencial,essential,6776
diviértete,have fun,6777
pendientes,slopes,6778
cerradura,lock,6779
récord,record,6780
aparecen,appear,6781
atascado,stuck,6782
distracción,distraction,6783
camas,Beds,6784
acordamos,we agreed,6785
supermercado,Supermarket,6786
tucker,Tucker.,6787
echaron,Echaron,6788
tomarme,take,6789
caramelo,candy,6790
bastantes,enough,6791
liras,Liras.,6792
lees,Lees.,6793
extraordinaria,extraordinary,6794
arranca,Starts,6795
manejando,Managing,6796
vendrías,Vendors,6797
enviaste,you sent,6798
barnes,Barnes,6799
manada,herd,6800
llamaban,They called,6801
bienestar,welfare,6802
hugo,Hugo,6803
galleta,cracker,6804
encantar,love,6805
fiscalía,Prosecutor's Office,6806
reunido,gathered,6807
lola,Lola,6808
fumando,smoking,6809
ríes,Ríes.,6810
enrique,Enrique,6811
mediante,through,6812
bishop,Bishop.,6813
expresar,express,6814
sientan,Sent.,6815
tierno,Tender,6816
llamaremos,We will call,6817
valen,Valen,6818
ginebra,Geneva,6819
levantó,I raise,6820
políticas,Policies,6821
interesan,Interested,6822
deberias,you should,6823
pistolas,pistols,6824
agotado,Exhausted,6825
especies,species,6826
científica,scientific,6827
llamará,call to,6828
oscuras,dark,6829
herir,hurt,6830
entrevistas,interviews,6831
competición,competition,6832
materiales,materials,6833
acostarse,lie,6834
arruinó,Ruined,6835
brutal,brutal,6836
responsabilidades,Responsibilities,6837
glenn,Glenn.,6838
guardaespaldas,bodyguard,6839
pretende,aims to,6840
inyección,injection,6841
adora,adore,6842
arregla,arrangement,6843
flecha,arrow,6844
mudó,Mute,6845
armadura,armor,6846
advertí,I warned,6847
necesaria,needed,6848
mañanas,mornings,6849
cortinas,curtains,6850
cruce,crossing,6851
músico,musician,6852
tire,Tire.,6853
parecían,They seemed,6854
serios,SERIOUS,6855
escoria,human waste,6856
morirán,You will die,6857
coco,coconut,6858
sullivan,Sullivan.,6859
encontraría,would find,6860
marta,Martha,6861
nevera,fridge,6862
sonriendo,smiling,6863
beach,Beach,6864
decides,decides,6865
pagarle,pay him.,6866
sorprendida,Surprised,6867
dejarlos,leave them,6868
usualmente,usually,6869
aceptas,Accepts,6870
culpables,guilty.,6871
sacarla,Remove it,6872
cigarro,cigar,6873
lindas,cute,6874
declaraciones,Statements,6875
honrado,honored,6876
farmacia,pharmacy,6877
bretaña,Brittany,6878
sentirás,You will feel,6879
gwen,Gwen.,6880
obispo,bishop,6881
agradecer,to thank,6882
maletero,trunk,6883
tocaba,I played,6884
dallas,Dallas.,6885
lamentablemente,Unfortunately,6886
tenias,You had,6887
vivas,Live,6888
queden,Say,6889
tess,tes,6890
murray,Murray.,6891
ilegales,illegal,6892
específico,specific,6893
salchicha,sausage,6894
maravillas,Wonders,6895
empezaste,You started,6896
previsto,provided,6897
poderosos,powerful,6898
electrónico,electronic,6899
delincuente,offender,6900
cogeré,I will take,6901
trabaje,Work,6902
raj,Raj.,6903
cruzando,crossing,6904
vendo,I sell,6905
fotógrafo,photographer,6906
leon,Lion,6907
compartimos,we share,6908
crecimiento,increase,6909
próximas,upcoming,6910
fracasado,failed,6911
serena,serene,6912
mantenimiento,maintenance,6913
ardiente,burning,6914
acompañe,Accompany,6915
protector,protective,6916
abiertas,open,6917
portada,cover page,6918
expulsado,expelled,6919
comprendido,understood,6920
est,its T,6921
bandeja,tray,6922
comunes,Common,6923
envidia,envy,6924
marcado,marked,6925
vacías,empty,6926
evans,Evans,6927
ballet,ballet,6928
traerte,Breakfast,6929
literatura,literature,6930
alcanza,achieves,6931
bajado,gone down,6932
ahh,ahh,6933
carson,Carson,6934
fisher,Fisher,6935
década,decade,6936
órbita,orbit,6937
eventualmente,eventually,6938
ocupa,occupy,6939
helena,Helena.,6940
tardará,Tardily,6941
fiona,Fiona.,6942
flujo,flow,6943
toni,Toni,6944
imagínate,go figure,6945
esconderse,hide,6946
sonny,Sonny,6947
suyas,his,6948
kansas,Kansas,6949
llegarán,they will arrive,6950
presta,lender,6951
jungla,jungle,6952
ayudé,help,6953
destinado,destined,6954
triple,triple,6955
colinas,Hills,6956
ofrecerle,Offer it,6957
pantano,swamp,6958
mantienen,Maintain,6959
rex,Rex,6960
broadway,Broadway.,6961
misericordia,mercy,6962
cometa,Kite,6963
particularmente,particularly,6964
morgue,morgue,6965
implica,it implies,6966
set,set,6967
stefan,Stefan.,6968
drogado,drugged,6969
ai,ai,6970
divina,divine,6971
lenny,Lenny,6972
empezaremos,we will start,6973
detesto,I hate,6974
granjero,farmer,6975
admitirlo,admit it,6976
malvada,evil,6977
códigos,codes,6978
mueven,Move,6979
orleans,Orleans.,6980
femenino,feminine,6981
misteriosa,mysterious,6982
dueña,owner,6983
cercanos,Nearby,6984
salchichas,sausages,6985
madrid,Madrid,6986
niñita,little girl,6987
basada,well-known,6988
marge,Marge.,6989
operar,operate,6990
yo-,me-,6991
invita,Invite,6992
pausa,pause,6993
asilo,asylum,6994
equivocados,wrong,6995
grey,flock,6996
póngase,put on,6997
pertenecen,They belong,6998
rompiste,you broke,6999
invitada,guest,7000
cambiaron,Changed,7001
meredith,Meredith,7002
anuncios,advertisements,7003
montones,heaps,7004
mesas,Tables,7005
convirtiendo,turning,7006
avery,Avery,7007
bárbara,Barbara,7008
queriendo,Looking at,7009
síganme,Follow me,7010
comencemos,Let's start at,7011
sentimental,sentimental,7012
alienígena,alien,7013
gentil,Gentile,7014
tardar,delay,7015
abejas,bees,7016
cuna,crib,7017
anteriores,Agenda,7018
permita,Allowing,7019
piper,piper,7020
durará,it will last,7021
cuidadosamente,carefully,7022
únicas,unique,7023
monk,Monk.,7024
dormía,I slept,7025
diagnóstico,diagnosis,7026
buck,Buck,7027
enlace,link,7028
completar,to complete,7029
benjamin,Benjamin,7030
síndrome,syndrome,7031
stevie,Stevie.,7032
normalidad,normal,7033
quitarte,Remove,7034
haley,Haley.,7035
legado,legacy,7036
disparé,I shot,7037
testificar,testify,7038
ingeniería,engineering,7039
acostarme,to bed,7040
mandé,What,7041
rincón,corner,7042
sun,Sun.,7043
artificiales,artificial.,7044
milord,milord,7045
dee,DEE.,7046
jeffrey,Jeffrey.,7047
significan,mean.,7048
sonó,Sound,7049
foster,Foster.,7050
chaleco,jacket,7051
encontrarle,Find him.,7052
sobrevivió,Survivo,7053
subasta,auction,7054
pasaremos,We will pass,7055
talvez,maybe,7056
cam,CAM,7057
naturales,Natural.,7058
scotty,Scotty.,7059
corrección,correction,7060
entiendas,in stores,7061
estate,estate,7062
caes,caes.,7063
dándole,Giving it,7064
líos,Little ones,7065
jodiendo,Fucking,7066
hablaron,spoke,7067
soltar,release,7068
llevarle,take,7069
marcar,mark,7070
quedaste,you were left,7071
déjate,Deal,7072
proyectos,Projects,7073
educado,educated,7074
guardado,saved,7075
zonas,Zones,7076
repite,repeat,7077
hermanito,little brother,7078
tobillo,ankle,7079
insiste,insist,7080
categoría,category,7081
dimensión,dimension,7082
ayudes,help,7083
domingos,Sundays,7084
confundida,confused,7085
li,Li.,7086
romanos,Romanos.,7087
bloque,block,7088
producir,produce,7089
pasarme,pass,7090
aplausos,applause,7091
vaqueros,Cowboys,7092
ciclo,cycle,7093
enterrar,bury,7094
elvis,Elvis,7095
charlar,chat,7096
inventó,invention,7097
sentarnos,searthen,7098
bata,coat,7099
aparecido,appeared,7100
robos,robberies,7101
duras,harsh,7102
descuento,discount,7103
cardíaco,cardiac,7104
randall,Randall.,7105
recto,straight,7106
valerie,Valerie.,7107
unir,link,7108
buddy,Buddy.,7109
angie,Angie,7110
infarto,heart attack,7111
km.,Km.,7112
echando,pitching,7113
filadelfia,Philadelphia,7114
plumas,feathers,7115
escrita,written,7116
tomaría,it would take,7117
creando,Creating,7118
hammond,Hammond.,7119
gusanos,Worms,7120
detengan,Stop,7121
refrigerador,refrigerator,7122
abrí,Open,7123
entres,enters,7124
sida,AIDS,7125
déjelo,Leave it,7126
obligó,Forced,7127
magnífica,magnificent,7128
l.a.,the.,7129
sobrio,sober,7130
felix,Felix.,7131
italianos,Italians,7132
saquen,remove,7133
obsesión,obsession,7134
sasha,Sasha,7135
entregó,He delivered,7136
acerque,closer,7137
mírala,look at her,7138
calendario,calendar,7139
ayudan,Help,7140
llevaban,Wearing,7141
deprimido,depressed,7142
robots,robots,7143
rudo,rude,7144
partidos,matches,7145
cuidadoso,careful,7146
ayudarles,Help them,7147
necesitábamos,We needed,7148
arreglos,arrangements,7149
supervisor,supervisor,7150
austin,Austin,7151
zapatillas,shoes,7152
experiencias,experiences,7153
sobrevivido,survived.,7154
fijo,permanent,7155
servidor,server,7156
solían,They used to,7157
estimado,estimated,7158
bases,bases,7159
mónica,Monica,7160
cristianos,Christians,7161
propongo,propose,7162
bendito,blessed,7163
get,Get.,7164
caerá,will fall,7165
marilyn,Marilyn.,7166
altar,altar,7167
disfruten,enjoy,7168
luchador,fighter,7169
cierren,Close,7170
alboroto,rampage,7171
extrañé,Stranger,7172
formal,formal,7173
hermandad,Brotherhood,7174
rompiendo,Breaking.,7175
facebook,Facebook,7176
arriesgar,risk,7177
vestíbulo,lobby,7178
cobardes,cowardly,7179
racista,racist,7180
cuadra,block,7181
explique,Explain,7182
significar,to mean,7183
rio,River,7184
claus,Claus.,7185
láser,To be,7186
alienígenas,aliens,7187
tribal,tribal,7188
dedicado,dedicated,7189
rudy,Rudy.,7190
habitantes,population,7191
divino,divine,7192
campbell,Campbell.,7193
tomaba,he took,7194
conseguirás,You will get,7195
pobreza,poverty,7196
ebrio,drunk,7197
griffin,Griffin,7198
ambición,ambition,7199
visitantes,Visitors,7200
sirvo,SERVO.,7201
tenés,do,7202
enseñarme,teach me,7203
rival,rival,7204
tarda,Tarda.,7205
marcho,marcho.,7206
violet,violet,7207
comisionado,commissioner,7208
christina,christina,7209
out,out,7210
terminan,end,7211
captura,capture,7212
parad,Parad.,7213
persecución,persecution,7214
específicamente,specifically,7215
aparezca,appears,7216
agradecimiento,gratitude,7217
acercando,approaching,7218
tomarte,take you,7219
usaré,will wear,7220
debieron,They owed,7221
bici,bike,7222
bush,Bush.,7223
frágil,fragile,7224
pensará,he will think,7225
regresamos,we came back,7226
mejora,gets better,7227
qu,Qu.,7228
tinta,ink,7229
nieta,granddaughter,7230
silver,Silver.,7231
inventado,made up,7232
dejaras,Leaves,7233
cuchillos,knives,7234
ruptura,breaking off,7235
preocupan,Concern,7236
debéis,You must,7237
viaja,travels,7238
cepillo,brush,7239
velada,evening,7240
propina,tip,7241
escribes,you write,7242
activa,active,7243
toqué,I touched,7244
cathy,Cathy,7245
levantarme,get up,7246
tiré,I threw,7247
caravana,caravan,7248
callate,shut up,7249
sherlock,Sherlock,7250
gustaban,Wired,7251
wes,Wes.,7252
meto,me to,7253
traseros,rear ones,7254
atracción,attraction,7255
noté,I noticed.,7256
revisé,check,7257
atrae,Attract,7258
grabando,recording,7259
reportero,reporter,7260
explorar,to explore,7261
perfección,perfection,7262
consentimiento,consent,7263
tiburones,Tiburons,7264
denny,Denny,7265
acepte,Accept,7266
agradecerte,thank you,7267
chad,Chad,7268
yoon,Yoon,7269
gil,Gil.,7270
postura,position,7271
concreto,concrete,7272
desnudos,naked,7273
gastado,spent,7274
apertura,opening,7275
hurra,Hurrah,7276
enterprise,Enterprise.,7277
trates,treats,7278
ahorrar,save,7279
divertirnos,Have fun,7280
autorizado,authorized,7281
decida,decide,7282
regular,regular,7283
homosexual,homosexual,7284
mutuamente,mutually,7285
ruidos,noise.,7286
film,film,7287
bate,bat,7288
suenas,Sumise,7289
bennett,Bennett.,7290
lunar,lunar,7291
delta,delta,7292
pongamos,Set,7293
erik,Erik.,7294
cógelo,Enter it,7295
vestir,wear,7296
venas,veins,7297
evaluación,evaluation,7298
reservas,Bookings,7299
opiniones,Opinions,7300
pagamos,we pay,7301
reagan,Reagan.,7302
edgar,Edgar.,7303
capturar,capture,7304
espadas,swords,7305
marino,Marine,7306
singh,Singh.,7307
lejano,far,7308
altamente,highly,7309
solías,You used to,7310
ocuparme,occupying,7311
creerá,will believe,7312
vulgar,vulgar,7313
oímos,We heard,7314
estafa,swindle,7315
describir,describe,7316
escopeta,shotgun,7317
orquesta,orchestra,7318
sentiste,SENTISTED.,7319
sabias,wisely,7320
llámeme,Call me,7321
volvimos,We returned,7322
cassie,Cassie.,7323
cool,Cool.,7324
like,Like.,7325
lester,Lester.,7326
hábito,habit,7327
perdono,forgiveness,7328
integridad,integrity,7329
melanie,Melanie.,7330
orinar,to pee,7331
rodar,roll,7332
décadas,decades,7333
cardenal,cardinal,7334
sospecho,Suspect,7335
amarilla,yellow,7336
reese,Reese,7337
entretenimiento,entertainment,7338
arizona,Arizona,7339
escriba,scribe,7340
dwight,Dwight.,7341
hembra,female,7342
f,F,7343
pruebe,try,7344
k,K.,7345
restaurantes,restaurants,7346
primaria,primary,7347
convención,convention,7348
debían,owed,7349
cago,cago.,7350
tiras,Strips,7351
firmes,firm,7352
ignorar,ignore,7353
seguidores,Followers,7354
falleció,passed away,7355
quemó,burnt,7356
bésame,kiss Me,7357
corrió,He ran,7358
picante,hot spicy,7359
déjale,Déjale,7360
destruyó,He destroyed,7361
marc,Marc.,7362
permitió,Allowed,7363
cambiarme,change,7364
árabe,Arab,7365
voló,He flew,7366
stewart,Stewart.,7367
contrabando,smuggling,7368
boxeo,boxing,7369
pintor,painter,7370
ejercito,army,7371
conocieron,They met,7372
delantera,lead,7373
yoga,yoga,7374
time,Time.,7375
forman,Forman,7376
disfrute,enjoyment,7377
reggie,Reggie.,7378
mulder,Mulder.,7379
hope,Hope,7380
chi,chi,7381
ríen,laugh,7382
vicky,Vicky,7383
campanas,bells,7384
dijeras,I said,7385
fallar,fail,7386
intentaron,They tried,7387
raíz,root,7388
sheldon,Sheldon.,7389
marea,tide,7390
buzón,mailbox,7391
monroe,Monroe.,7392
pareciera,It seemed,7393
hicieran,They did,7394
eliminado,removed,7395
rechazado,rejected,7396
turistas,tourists,7397
inútiles,useless,7398
facturas,bills,7399
cortos,shorts,7400
visiones,visions,7401
habernos,Haberos,7402
lena,firewood,7403
comparado,compared,7404
ponme,put me on,7405
matarle,Kill him.,7406
lesiones,injuries,7407
desear,to wish,7408
cerebros,Brains.,7409
ra,Ra.,7410
jorge,George,7411
indican,indicate,7412
tuviese,I had,7413
oyen,hear.,7414
desaparecieron,They disappeared,7415
hermanita,sister,7416
estallar,burst,7417
paró,unemployment,7418
know,Know,7419
ejercicios,training,7420
flynn,Flynn.,7421
extras,Additional features,7422
temes,Tems,7423
bromeo,bromeo.,7424
atraer,Attract,7425
mear,piss,7426
anunciar,announce,7427
tae,Tae.,7428
eléctrico,electric,7429
sujetos,subjects.,7430
litros,liters.,7431
judía,bean,7432
dawn,Dawn,7433
pensábamos,We thought,7434
cañones,cannons,7435
golpeando,hit,7436
acoso,bullying,7437
explicarte,explain,7438
placas,plates,7439
remoto,remote,7440
asesinaron,murdered,7441
voluntarios,volunteers,7442
conectar,connect,7443
enojar,anger,7444
cuelga,hanging,7445
cuernos,Horns,7446
nietos,grandchildren,7447
gallo,rooster,7448
mojado,wet,7449
obtiene,Get,7450
monica,monica.,7451
aprendió,Learned,7452
hubieses,Habiese,7453
moore,Moore.,7454
reid,Reid.,7455
entrenado,trained,7456
cuidaré,I will take care of,7457
escucharon,They heard,7458
reynolds,Reynolds,7459
convertirte,becoming,7460
naciste,Born,7461
escudos,Shields,7462
cerradas,closed,7463
palos,sticks,7464
vínculo,link,7465
básico,basic,7466
kay,Kay.,7467
arrestaron,Arrested,7468
limpias,Clean.,7469
municiones,ammunition,7470
evolución,evolution,7471
olviden,Forget,7472
convincente,convincing,7473
pelotón,platoon,7474
comprometida,engaged,7475
suene,SOME,7476
debíamos,We had,7477
agarró,grab,7478
irlandés,Irish,7479
sudor,sweat,7480
conociera,Knowledge,7481
desesperación,despair,7482
muchachas,Girls,7483
huye,flees,7484
nucleares,nuclear,7485
hada,fairy,7486
marcharme,march,7487
convertí,Converted.,7488
haríamos,We would do,7489
similares,Similar,7490
comienzan,Start,7491
concierne,conciene,7492
valga,Valga,7493
eché,ECHÉ.,7494
mito,myth,7495
claras,Clear.,7496
duró,hard,7497
rencor,resentment,7498
persigue,pursuit,7499
trágico,tragic,7500
brandy,brandy,7501
desgraciadamente,Unfortunately,7502
violó,raped,7503
practicando,Practicing,7504
volverse,become,7505
road,Road.,7506
wells,Wells.,7507
escucharte,listen to you,7508
discúlpenme,Excúlpenme.,7509
poirot,Poirot.,7510
generador,generator,7511
aguanto,IHRANTO.,7512
amelia,Amelia.,7513
riñón,kidney,7514
navaja,razor,7515
dedica,Dedica.,7516
muñeco,doll,7517
matty,Matty.,7518
usaron,used,7519
by,BY.,7520
delincuentes,criminals,7521
oscuros,oscuros.,7522
niles,Niles.,7523
cliff,cliff,7524
ocultando,hiding,7525
hara,Hara.,7526
comerciales,commercial,7527
polly,Polly.,7528
descubrimos,We discovered,7529
saint,Saint,7530
cometiendo,Committing,7531
protesta,protest,7532
hudson,Hudson,7533
llevarán,will take place,7534
ruina,ruin,7535
mátalo,Mátalo.,7536
involucrada,involved,7537
gratitud,gratitude,7538
andan,Andan,7539
oraciones,prayers,7540
círculos,Circles,7541
decidiste,you decided,7542
plaga,plague,7543
sobredosis,overdose,7544
uses,uses,7545
corazon,heart,7546
revólver,stir,7547
andre,Andre.,7548
independencia,independence,7549
exceso,excess,7550
conexiones,Connections,7551
barras,bars,7552
santuario,sanctuary,7553
estrado,dais,7554
insisto,insisto.,7555
sirena,siren,7556
are,Ae.,7557
héctor,Hector,7558
áreas,Areas,7559
frito,fried,7560
absoluta,absolute,7561
convertirá,Convert,7562
barrera,barrier,7563
estándar,standard,7564
cargando,loading,7565
públicas,Public,7566
primos,cousins,7567
perseguir,to pursue,7568
favores,favors,7569
cuan,how,7570
lizzie,Lizzie.,7571
interesados,interested,7572
mierdas,shit,7573
supremo,supreme,7574
matara,will kill,7575
lavandería,laundry,7576
une,UNE.,7577
ohio,Ohio,7578
llamados,calls,7579
farsa,farce,7580
automático,automatic,7581
terminal,terminal,7582
kira,Kira.,7583
moriremos,we will die,7584
val,Val.,7585
erin,Erin.,7586
protegerme,protect me.,7587
químicos,Chemicals,7588
oyendo,hearing,7589
técnicas,Techniques,7590
adulta,adult,7591
venían,They came,7592
empiecen,Empién.,7593
permites,Allowed,7594
ocupar,occupy,7595
tijeras,pair of scissors,7596
senos,breasts,7597
calibre,caliber,7598
dominio,domain,7599
instrumentos,instruments,7600
demostración,demonstration,7601
rompecabezas,puzzle,7602
asustaste,Scared,7603
separación,separation,7604
sostener,hold,7605
esperma,sperm,7606
porter,porter,7607
dados,dices,7608
bién,well,7609
firmó,signed,7610
p.m.,p.m.,7611
alias,alias,7612
atento,attentive,7613
inesperado,unexpected,7614
indicado,indicated,7615
unidas,united,7616
movido,Movement,7617
lanzó,He launched,7618
rápidos,rapid,7619
toallas,towels,7620
carnicero,Butcher,7621
hunt,Hunt.,7622
colgando,hanging,7623
positiva,positive,7624
ari,ARI.,7625
triunfo,triumph,7626
vendí,I sold,7627
ballena,whale,7628
cállense,Shut up,7629
corrupción,corruption,7630
q,Q.,7631
cayeron,Cayeron.,7632
regreses,Returns.,7633
regresemos,We return,7634
uds,You,7635
moriría,I would die,7636
cheryl,Cheryl.,7637
extraterrestre,alien,7638
terremoto,earthquake,7639
salvé,Hail,7640
habré,I will have,7641
aparcamiento,parking,7642
frutas,fruit,7643
resumen,resume,7644
llevarás,You will take,7645
ricardo,Richard,7646
chiflado,crackpot,7647
planea,Planna.,7648
m.,m.,7649
ahorros,savings,7650
omar,Omar.,7651
tuvieran,They had,7652
nolan,Nolan.,7653
explotó,exploded,7654
flotando,floating,7655
andaba,Walk,7656
demente,crazy,7657
automóvil,car,7658
acostumbrada,accustomed,7659
bellas,Bellas.,7660
doler,to hurt,7661
jonas,Jonas.,7662
contenedor,container,7663
saldrás,You will leave,7664
ondas,waves,7665
barril,barrel,7666
adopción,adoption,7667
instintos,instincts,7668
patadas,kicks,7669
acostarte,to bed.,7670
satisfacción,satisfaction,7671
moscas,flies,7672
sirvió,Served,7673
huésped,Guest,7674
existía,existed,7675
have,HAVE,7676
asia,Asia,7677
inmortal,immortal,7678
comeré,I'll eat,7679
cambiaste,Changes,7680
abro,ABRO.,7681
varón,male,7682
cooperación,cooperation,7683
resiste,resists,7684
músicos,musicians,7685
patear,kick,7686
sácame,kick me out,7687
grayson,Grayson.,7688
cueste,nursing,7689
combatir,fight,7690
accidentalmente,accidentally,7691
ponerla,put on it,7692
insoportable,unbearable,7693
tour,Tour,7694
contaba,counted,7695
hoteles,Hotels,7696
guardo,Guardaro.,7697
iniciativa,initiative,7698
denme,Denme.,7699
avergonzada,"embarrassed, ashamed",7700
cambiarlo,change it,7701
comunistas,Communists,7702
decidieron,They decided,7703
mejorando,getting better,7704
regimiento,regiment,7705
avísame,let me know,7706
orfanato,orphanage,7707
enseñando,teaching,7708
contratos,Contracts,7709
beba,Beba.,7710
vistas,views,7711
dixon,Dixon.,7712
anual,annual,7713
declarado,declared,7714
encubierto,covert,7715
aborto,abortion,7716
paquetes,packages,7717
sospechosa,suspicious,7718
dámela,give it to me.,7719
diseñado,designed,7720
solitaria,Lonely,7721
prepare,Prepare,7722
salvarla,save it,7723
facil,easy,7724
atraparon,caught,7725
venda,band,7726
dj,DJ,7727
cacería,hunting,7728
e-mail,e-mail,7729
penas,penalties,7730
británica,British,7731
selección,selection,7732
honestidad,honesty,7733
culto,worship,7734
joyce,Joyce,7735
telefono,phone,7736
dormiste,Dress up,7737
amabilidad,amiability,7738
entendió,he understood,7739
notar,notice,7740
inestable,unstable,7741
manga,sleeve,7742
mademoiselle,Mademoiselle,7743
lava,wash,7744
delicada,delicate,7745
cambias,change,7746
generales,general,7747
bay,Bay.,7748
jugaba,I played,7749
molestaría,I would bother,7750
mandy,Mandy.,7751
congelado,frozen,7752
nocturna,nightly,7753
marines,Marines,7754
estuviéramos,We were,7755
einstein,Einstein.,7756
ruinas,ruins,7757
madrugada,early morning,7758
mostrado,shown,7759
bichos,bugs,7760
sácalo,get it out,7761
boris,Boris,7762
celebrando,celebrating,7763
residentes,Residents,7764
suponer,suppose,7765
unico,only,7766
conseguirá,Will get,7767
ordena,orders,7768
vivirá,will live,7769
champagne,Champagne,7770
derrotar,defeat,7771
cavar,dig,7772
sólido,solid,7773
mariposa,butterfly,7774
provocar,to provoke,7775
salvarlo,save him.,7776
asquerosa,disgusting,7777
sorprendería,Amazing,7778
recomiendo,I recommend,7779
mantendré,I will keep,7780
provisiones,provisions,7781
parecerá,It will look like,7782
batallas,Battles,7783
temblando,shaking,7784
dragones,Dragons,7785
but,BUT.,7786
ferrocarril,railway,7787
súbete,get on,7788
leíste,Leiste.,7789
agradecerle,thank you,7790
woody,Woody,7791
asustar,frighten,7792
mantengo,I maintain,7793
querrán,They will want,7794
trofeo,trophy,7795
espeluznante,creepy,7796
crecen,Grow,7797
prácticas,practices,7798
bares,pubs,7799
stevens,Stevens.,7800
causando,causing,7801
sonia,Sonia,7802
echarme,pitch,7803
cifras,figures,7804
enséñame,teach me,7805
polonia,Poland,7806
cachorro,puppy,7807
aumenta,increase,7808
fractura,fracture,7809
revisado,reviewed,7810
roberts,Roberts.,7811
guante,glove,7812
muros,Walls,7813
fu,Fu.,7814
uniformes,uniforms,7815
confiado,trusted,7816
recordarlo,remember it,7817
rotos,broken,7818
leyó,Leyó,7819
mostrando,showing,7820
acompañarme,accompany,7821
toquen,Touch,7822
acordado,agreedly,7823
apuro,trouble,7824
pañales,diapers,7825
sonando,dreaming,7826
comiste,You ate,7827
presos,prisoners,7828
otto,Otto.,7829
tomada,taken,7830
mínima,minimum,7831
contárselo,Contact it,7832
incluido,included,7833
rindo,RINDO.,7834
enseñé,I taught.,7835
opuesto,opposite,7836
parecería,it would seem,7837
necesitaría,would need,7838
catalina,Katherine,7839
pito,whistle,7840
follar,fuck,7841
hamilton,Hamilton.,7842
sesenta,sixty,7843
balcón,balcony,7844
jefferson,Jefferson.,7845
camilla,stretcher,7846
bauer,Bauer,7847
sirva,Sort,7848
llueve,Rains,7849
paloma,dove,7850
irlanda,Ireland,7851
ático,penthouse,7852
homicida,murderer,7853
dañado,damaged,7854
preparen,Prepare,7855
cálculos,Calculations.,7856
sinvergüenza,scoundrel,7857
rusty,Rusty.,7858
hablábamos,We talked about,7859
calvin,Calvin.,7860
trozos,pieces,7861
granada,grenade,7862
filas,rows.,7863
baúl,trunk,7864
inventar,invent,7865
impide,prevents,7866
not,notable,7867
llover,to rain,7868
falló,failure,7869
tanner,Tanner.,7870
cody,Cody.,7871
sirviente,servant,7872
rechazar,reject,7873
funciones,functions,7874
june,June.,7875
ocurren,occurred,7876
instalación,installation,7877
llegaría,would arrive,7878
verificar,check,7879
abuelos,grandparents,7880
bruto,stupid,7881
teorías,theories,7882
separar,pull apart,7883
crío,child,7884
publicar,to post,7885
afectado,affected,7886
alcanzado,reached,7887
estabais,you were,7888
vivian,they lived,7889
tatuajes,Tattoos,7890
clásica,Classical,7891
prestar,lend,7892
consiguen,they get,7893
deténganse,Stop,7894
acondicionado,conditioned,7895
verduras,vegetables,7896
digital,digital,7897
dirigen,leader,7898
archer,archer.,7899
imperial,imperial,7900
t.,t.,7901
comprobarlo,Check it,7902
emboscada,ambush,7903
finanzas,finance,7904
recta,Straight,7905
enviamos,we send,7906
disponibles,Available,7907
